Non-Rel	apricots have anti - cancer properties . They also are high in [s1] Vitamin C [e1] & iron & serve as a marvelous snack food Nutritionist Eclinics	apricots have anti - [s2] cancer [e2] properties . They also are high in Vitamin C & iron & serve as a marvelous snack food Nutritionist Eclinics	Supplement	TargetSymptom	T3	T2	1286
Non-Rel	apricots have anti - cancer properties . They also are high in Vitamin C & [s1] iron [e1] & serve as a marvelous snack food Nutritionist Eclinics	apricots have anti - [s2] cancer [e2] properties . They also are high in Vitamin C & iron & serve as a marvelous snack food Nutritionist Eclinics	Supplement	TargetSymptom	T5	T2	1286
DesiredEffect	Found the recipe for success - 8 x 30 / 500 Co - codamol + 1 bag [s1] Licorice [e1] = pain relief and operational bowels !	Found the recipe for success - 8 x 30 / 500 Co - codamol + 1 bag Licorice = [s2] pain [e2] relief and operational bowels !	Supplement	TargetSymptom	T3	T4	129
DesiredEffect	Found the recipe for success - 8 x 30 / 500 Co - codamol + 1 bag [s1] Licorice [e1] = pain relief and operational bowels !	Found the recipe for success - 8 x 30 / 500 Co - codamol + 1 bag Licorice = pain relief and operational [s2] bowels [e2] !	Supplement	TargetOrgan	T3	T5	129
DesiredEffect	Skincare Ingredient Tip : [s1] Vitamin E [e1] esters , particularly Vit E acetate , may reduce UV - induced skin damage beauty tips	Skincare Ingredient Tip : Vitamin E esters , particularly Vit E acetate , may reduce UV - induced [s2] skin damage [e2] beauty tips	Supplement	TargetSymptom	T1	T6	1290
DesiredEffect	Skincare Ingredient Tip : Vitamin E esters , particularly [s1] Vit E acetate [e1] , may reduce UV - induced skin damage beauty tips	Skincare Ingredient Tip : Vitamin E esters , particularly Vit E acetate , may reduce UV - induced [s2] skin damage [e2] beauty tips	Supplement	TargetSymptom	T3	T6	1290
DesiredEffect	[s1] Witch hazel [e1] not only soothes cuts , it helps with sore muscles , insect bites and also soothes razor bumps .	Witch hazel not only soothes [s2] cuts [e2] , it helps with sore muscles , insect bites and also soothes razor bumps .	Supplement	TargetSymptom	T1	T3	1291
DesiredEffect	[s1] Witch hazel [e1] not only soothes cuts , it helps with sore muscles , insect bites and also soothes razor bumps .	Witch hazel not only soothes cuts , it helps with [s2] sore muscles [e2] , insect bites and also soothes razor bumps .	Supplement	TargetSymptom	T1	T4	1291
DesiredEffect	[s1] Witch hazel [e1] not only soothes cuts , it helps with sore muscles , insect bites and also soothes razor bumps .	Witch hazel not only soothes cuts , it helps with sore muscles , [s2] insect bites [e2] and also soothes razor bumps .	Supplement	TargetSymptom	T1	T6	1291
DesiredEffect	[s1] Witch hazel [e1] not only soothes cuts , it helps with sore muscles , insect bites and also soothes razor bumps .	Witch hazel not only soothes cuts , it helps with sore muscles , insect bites and also soothes [s2] razor bumps [e2] .	Supplement	TargetSymptom	T1	T8	1291
DesiredEffect	Mix 1 / 3 cup of hot white tea with 1 / 3 cup [s1] apple cider vinegar [e1] let cool . Use cotton ball to apply mixture to acne scars . Rinse after 3 0 min	Mix 1 / 3 cup of hot white tea with 1 / 3 cup apple cider vinegar let cool . Use cotton ball to apply mixture to [s2] acne scars [e2] . Rinse after 3 0 min	Supplement	TargetSymptom	T3	T6	1292
DesiredEffect	HAZELNUTS : contain [s1] vitamin E [e1] which helps fight cancer , aids in keeping heart muscles healthy ; aids the normal functioning of the . . .	HAZELNUTS : contain vitamin E which helps fight [s2] cancer [e2] , aids in keeping heart muscles healthy ; aids the normal functioning of the . . .	Supplement	TargetSymptom	T2	T4	1293
DesiredEffect	HAZELNUTS : contain [s1] vitamin E [e1] which helps fight cancer , aids in keeping heart muscles healthy ; aids the normal functioning of the . . .	HAZELNUTS : contain vitamin E which helps fight cancer , aids in keeping [s2] heart muscles [e2] healthy ; aids the normal functioning of the . . .	Supplement	TargetOrgan	T2	T5	1293
Non-Rel	@USER idkk about skin [s1] niacin [e1] . . But I am pretty sure it ' s supposed to say flush	@USER idkk about skin niacin . . But I am pretty sure it ' s supposed to say [s2] flush [e2]	Supplement	TargetSymptom	T1	T2	1294
DesiredEffect	So glad I started taking [s1] Melatonin [e1] before bed . It cut me " lying in bed awake " time from an average of 2 hours to about 20 min ! Yay sleep !	So glad I started taking Melatonin before bed . It cut me " lying in bed awake " time from an average of 2 hours to about 20 min ! Yay [s2] sleep [e2] !	Supplement	TargetProcess	T1	T2	1295
DesiredEffect	Daily dose of [s1] turmeric [e1] , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / cancer	Daily dose of turmeric , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing [s2] disease [e2] / cancer	Supplement	TargetSymptom	T1	T8	1296
DesiredEffect	Daily dose of [s1] turmeric [e1] , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / cancer	Daily dose of turmeric , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / [s2] cancer [e2]	Supplement	TargetSymptom	T1	T9	1296
DesiredEffect	Daily dose of turmeric , [s1] cinnamon [e1] , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / cancer	Daily dose of turmeric , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing [s2] disease [e2] / cancer	Supplement	TargetSymptom	T2	T8	1296
DesiredEffect	Daily dose of turmeric , [s1] cinnamon [e1] , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / cancer	Daily dose of turmeric , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / [s2] cancer [e2]	Supplement	TargetSymptom	T2	T9	1296
DesiredEffect	Daily dose of turmeric , cinnamon , [s1] ginger [e1] , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / cancer	Daily dose of turmeric , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing [s2] disease [e2] / cancer	Supplement	TargetSymptom	T3	T8	1296
DesiredEffect	Daily dose of turmeric , cinnamon , [s1] ginger [e1] , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / cancer	Daily dose of turmeric , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / [s2] cancer [e2]	Supplement	TargetSymptom	T3	T9	1296
DesiredEffect	Daily dose of turmeric , cinnamon , ginger , [s1] garlic [e1] , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / cancer	Daily dose of turmeric , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing [s2] disease [e2] / cancer	Supplement	TargetSymptom	T4	T8	1296
DesiredEffect	Daily dose of turmeric , cinnamon , ginger , [s1] garlic [e1] , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / cancer	Daily dose of turmeric , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / [s2] cancer [e2]	Supplement	TargetSymptom	T4	T9	1296
DesiredEffect	Daily dose of turmeric , cinnamon , ginger , garlic , [s1] apple cider vinegar [e1] , and sunshine goes a l - o - n - g way toward preventing disease / cancer	Daily dose of turmeric , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing [s2] disease [e2] / cancer	Supplement	TargetSymptom	T5	T8	1296
DesiredEffect	Daily dose of turmeric , cinnamon , ginger , garlic , [s1] apple cider vinegar [e1] , and sunshine goes a l - o - n - g way toward preventing disease / cancer	Daily dose of turmeric , cinnamon , ginger , garlic , apple cider vinegar , and sunshine goes a l - o - n - g way toward preventing disease / [s2] cancer [e2]	Supplement	TargetSymptom	T5	T9	1296
DesiredEffect	I just put [s1] coconut oil [e1] on my acne and it feels so nice and also smells like I could eat it	I just put coconut oil on my [s2] acne [e2] and it feels so nice and also smells like I could eat it	Supplement	TargetSymptom	T1	T3	1297
DesiredEffect	As I get ready to embark on my journey to Denver with [s1] GABA [e1] - I wish I could take xanax and dive . Anxiety . I never was like this about MPLS	As I get ready to embark on my journey to Denver with GABA - I wish I could take xanax and dive . [s2] Anxiety [e2] . I never was like this about MPLS	Supplement	TargetSymptom	T1	T3	13
DesiredEffect	[s1] Vitamin D [e1] is important because it plays an essential role in calcium absorption and in regulating the nervous system . Ayurveda Treatment	Vitamin D is important because it plays an essential role in [s2] calcium [e2] absorption and in regulating the nervous system . Ayurveda Treatment	Supplement	TargetChemical	T1	T3	1300
DesiredEffect	[s1] Vitamin D [e1] is important because it plays an essential role in calcium absorption and in regulating the nervous system . Ayurveda Treatment	Vitamin D is important because it plays an essential role in calcium absorption and in regulating the [s2] nervous system [e2] . Ayurveda Treatment	Supplement	TargetOrgan	T1	T4	1300
DesiredEffect	What should I do to remove and fade this acne scars ? No worries ! First , make sure you will never skip sunscreen during the day . Second , [s1] Vitamin C [e1] serum helps a lot . Third , find a product with brightening ingredient such as ; :sparkles: niaciamide :sparkles: arbutin :sparkles: galactomyces	What should I do to remove and fade this [s2] acne scars [e2] ? No worries ! First , make sure you will never skip sunscreen during the day . Second , Vitamin C serum helps a lot . Third , find a product with brightening ingredient such as ; :sparkles: niaciamide :sparkles: arbutin :sparkles: galactomyces	Supplement	TargetSymptom	T3	T1	1302
DesiredEffect	What should I do to remove and fade this acne scars ? No worries ! First , make sure you will never skip sunscreen during the day . Second , Vitamin C serum helps a lot . Third , find a product with brightening ingredient such as ; :sparkles: [s1] niaciamide [e1] :sparkles: arbutin :sparkles: galactomyces	What should I do to remove and fade this [s2] acne scars [e2] ? No worries ! First , make sure you will never skip sunscreen during the day . Second , Vitamin C serum helps a lot . Third , find a product with brightening ingredient such as ; :sparkles: niaciamide :sparkles: arbutin :sparkles: galactomyces	Supplement	TargetSymptom	T5	T1	1302
DesiredEffect	What should I do to remove and fade this acne scars ? No worries ! First , make sure you will never skip sunscreen during the day . Second , Vitamin C serum helps a lot . Third , find a product with brightening ingredient such as ; :sparkles: niaciamide :sparkles: [s1] arbutin [e1] :sparkles: galactomyces	What should I do to remove and fade this [s2] acne scars [e2] ? No worries ! First , make sure you will never skip sunscreen during the day . Second , Vitamin C serum helps a lot . Third , find a product with brightening ingredient such as ; :sparkles: niaciamide :sparkles: arbutin :sparkles: galactomyces	Supplement	TargetSymptom	T6	T1	1302
DesiredEffect	What should I do to remove and fade this acne scars ? No worries ! First , make sure you will never skip sunscreen during the day . Second , Vitamin C serum helps a lot . Third , find a product with brightening ingredient such as ; :sparkles: niaciamide :sparkles: arbutin :sparkles: [s1] galactomyces [e1]	What should I do to remove and fade this [s2] acne scars [e2] ? No worries ! First , make sure you will never skip sunscreen during the day . Second , Vitamin C serum helps a lot . Third , find a product with brightening ingredient such as ; :sparkles: niaciamide :sparkles: arbutin :sparkles: galactomyces	Supplement	TargetSymptom	T7	T1	1302
DesiredEffect	Girls : if you are trying to get rid of period cramps , mix a tbsp of [s1] apple cider vinegar [e1] with 8 oz water & drink it ! I SWEAR TO U . IT WORKS	Girls : if you are trying to get rid of [s2] period cramps [e2] , mix a tbsp of apple cider vinegar with 8 oz water & drink it ! I SWEAR TO U . IT WORKS	Supplement	TargetSymptom	T3	T1	1303
Non-Rel	[s1] Vitamin C [e1] is not actually an effective treatment for the common cold , and high doses may cause kidney stones , nausea , and diarrhea .	Vitamin C is not actually an effective treatment for the common [s2] cold [e2] , and high doses may cause kidney stones , nausea , and diarrhea .	Supplement	TargetSymptom	T1	T3	1304
UndesiredEffect	[s1] Vitamin C [e1] is not actually an effective treatment for the common cold , and high doses may cause kidney stones , nausea , and diarrhea .	Vitamin C is not actually an effective treatment for the common cold , and high doses may cause [s2] kidney stones [e2] , nausea , and diarrhea .	Supplement	TargetSymptom	T1	T4	1304
UndesiredEffect	[s1] Vitamin C [e1] is not actually an effective treatment for the common cold , and high doses may cause kidney stones , nausea , and diarrhea .	Vitamin C is not actually an effective treatment for the common cold , and high doses may cause kidney stones , [s2] nausea [e2] , and diarrhea .	Supplement	TargetSymptom	T1	T6	1304
UndesiredEffect	[s1] Vitamin C [e1] is not actually an effective treatment for the common cold , and high doses may cause kidney stones , nausea , and diarrhea .	Vitamin C is not actually an effective treatment for the common cold , and high doses may cause kidney stones , nausea , and [s2] diarrhea [e2] .	Supplement	TargetSymptom	T1	T7	1304
UndesiredEffect	“ @USER : @USER lemon honey [s1] cayenne [e1] ginger garlic and echinacea tea , ” = acid reflux . Find out anything about Fishman ?	“ @USER : @USER lemon honey cayenne ginger garlic and echinacea tea , ” = [s2] acid reflux [e2] . Find out anything about Fishman ?	Supplement	TargetSymptom	T3	T7	1305
UndesiredEffect	“ @USER : @USER lemon honey cayenne [s1] ginger [e1] garlic and echinacea tea , ” = acid reflux . Find out anything about Fishman ?	“ @USER : @USER lemon honey cayenne ginger garlic and echinacea tea , ” = [s2] acid reflux [e2] . Find out anything about Fishman ?	Supplement	TargetSymptom	T4	T7	1305
UndesiredEffect	“ @USER : @USER lemon honey cayenne ginger [s1] garlic [e1] and echinacea tea , ” = acid reflux . Find out anything about Fishman ?	“ @USER : @USER lemon honey cayenne ginger garlic and echinacea tea , ” = [s2] acid reflux [e2] . Find out anything about Fishman ?	Supplement	TargetSymptom	T5	T7	1305
UndesiredEffect	“ @USER : @USER lemon honey cayenne ginger garlic and [s1] echinacea [e1] tea , ” = acid reflux . Find out anything about Fishman ?	“ @USER : @USER lemon honey cayenne ginger garlic and echinacea tea , ” = [s2] acid reflux [e2] . Find out anything about Fishman ?	Supplement	TargetSymptom	T6	T7	1305
Non-Rel	@USER combo of yrs of Statin usage cholesterol and inhibitor for acid reflux . Read vessels that thrive . I prefer acid to [s1] licorice [e1] .	@USER combo of yrs of Statin usage [s2] cholesterol [e2] and inhibitor for acid reflux . Read vessels that thrive . I prefer acid to licorice .	Supplement	TargetChemical	T6	T2	1306
Non-Rel	@USER combo of yrs of Statin usage cholesterol and inhibitor for acid reflux . Read vessels that thrive . I prefer acid to [s1] licorice [e1] .	@USER combo of yrs of Statin usage cholesterol and inhibitor for [s2] acid reflux [e2] . Read vessels that thrive . I prefer acid to licorice .	Supplement	TargetSymptom	T6	T4	1306
DesiredEffect	People born on 7 , 16 or 25 of any month are prone to Gout and Arthritis in old age , and also nervousness ! They should take [s1] vitamin D [e1] and E	People born on 7 , 16 or 25 of any month are prone to [s2] Gout [e2] and Arthritis in old age , and also nervousness ! They should take vitamin D and E	Supplement	TargetSymptom	T4	T1	1307
DesiredEffect	People born on 7 , 16 or 25 of any month are prone to Gout and Arthritis in old age , and also nervousness ! They should take [s1] vitamin D [e1] and E	People born on 7 , 16 or 25 of any month are prone to Gout and [s2] Arthritis [e2] in old age , and also nervousness ! They should take vitamin D and E	Supplement	TargetSymptom	T4	T2	1307
DesiredEffect	People born on 7 , 16 or 25 of any month are prone to Gout and Arthritis in old age , and also nervousness ! They should take [s1] vitamin D [e1] and E	People born on 7 , 16 or 25 of any month are prone to Gout and Arthritis in old age , and also [s2] nervousness [e2] ! They should take vitamin D and E	Supplement	TargetSymptom	T4	T3	1307
DesiredEffect	People born on 7 , 16 or 25 of any month are prone to Gout and Arthritis in old age , and also nervousness ! They should take vitamin D and [s1] E [e1]	People born on 7 , 16 or 25 of any month are prone to [s2] Gout [e2] and Arthritis in old age , and also nervousness ! They should take vitamin D and E	Supplement	TargetSymptom	T6	T1	1307
DesiredEffect	People born on 7 , 16 or 25 of any month are prone to Gout and Arthritis in old age , and also nervousness ! They should take vitamin D and [s1] E [e1]	People born on 7 , 16 or 25 of any month are prone to Gout and [s2] Arthritis [e2] in old age , and also nervousness ! They should take vitamin D and E	Supplement	TargetSymptom	T6	T2	1307
DesiredEffect	People born on 7 , 16 or 25 of any month are prone to Gout and Arthritis in old age , and also nervousness ! They should take vitamin D and [s1] E [e1]	People born on 7 , 16 or 25 of any month are prone to Gout and Arthritis in old age , and also [s2] nervousness [e2] ! They should take vitamin D and E	Supplement	TargetSymptom	T6	T3	1307
Non-Rel	@USER @USER Weak welsh . I am overdosing on [s1] vitamin C [e1] , just to keep my defence up .	@USER @USER Weak welsh . I am [s2] overdosing [e2] on vitamin C , just to keep my defence up .	Supplement	TargetSymptom	T1	T3	1308
Non-Rel	First step back to health is flushing my system of toxins aka drink loads of water , no [s1] caffeine [e1] , avoid processed foods & eat balanced macros	First step back to health is [s2] flushing my system of toxins [e2] aka drink loads of water , no caffeine , avoid processed foods & eat balanced macros	SupplementDeficient	TargetProcess	T1	T2	1309
Non-Rel	It ' s going to be a [s1] caffeine [e1] assisted afternoon tired monday is it home time yet	It ' s going to be a caffeine assisted afternoon [s2] tired [e2] monday is it home time yet	Supplement	TargetSymptom	T1	T2	1310
UndesiredEffect	@USER I am 38 weeks prig and on [s1] iron [e1] is feeling very sick and dizzy after each tablet is this ok ? Thank u x	@USER I am 38 weeks prig and on iron is feeling very [s2] sick [e2] and dizzy after each tablet is this ok ? Thank u x	Supplement	TargetSymptom	T1	T2	1312
UndesiredEffect	@USER I am 38 weeks prig and on [s1] iron [e1] is feeling very sick and dizzy after each tablet is this ok ? Thank u x	@USER I am 38 weeks prig and on iron is feeling very sick and [s2] dizzy [e2] after each tablet is this ok ? Thank u x	Supplement	TargetSymptom	T1	T3	1312
UndesiredEffect	@USER @USER do you drink a lot of orange juice , high levels of [s1] vitamin c [e1] in the diet cause muscles to cramp x	@USER @USER do you drink a lot of orange juice , high levels of vitamin c in the diet cause [s2] muscles to cramp [e2] x	Supplement	TargetSymptom	T3	T5	1313
DesiredEffect	One study found that 90 per cent of skin sores were completely healed with [s1] aloe vera [e1] within five days .	One study found that 90 per cent of [s2] skin sores [e2] were completely healed with aloe vera within five days .	Supplement	TargetSymptom	T3	T1	1314
UndesiredEffect	me : man i love drinking coke but it gives me cramps brain : you can not have any [s1] caffeine [e1] , idiot me : ? ? ? ? ? ? ? ?	me : man i love drinking coke but it gives me [s2] cramps [e2] brain : you can not have any caffeine , idiot me : ? ? ? ? ? ? ? ?	Supplement	TargetSymptom	T3	T2	1315
